"","theta","(Intercept)","log_umi"
"S100PBP",0.750274383255637,-9.6971921683583,1.85339043565051
"RNF19B",0.325286747332618,-14.9646553547952,3.15775065116993
"AK2",0.58756590881818,-12.500139159834,3.04970768779729
"ADC",0.0451908107873706,-13.3784961756421,2.42461829391372
"TRIM62",0.28826280692363,-6.60710706652695,0.442461818203039
"ZNF362",0.608866938183498,-7.88258207313156,1.04640736060816
"PHC2",0.443744478500499,-17.5466635928575,3.96513680443521
"SMIM12",0.432348511471278,-9.48824773190511,2.23647095433467
"DLGAP3",0.311510354822811,-13.0944031102262,2.37810937699163
"RP11-244H3.4",1.24714699120729,-6.33608580555433,0.792885405508854
"ZMYM6NB",0.104394154941043,-21.1145793922115,4.39797417022548
"ZMYM6",0.627460512453086,-8.5766980548911,1.26072663106228
"ZMYM1",0.437262680894695,-9.09971203246864,1.30386010631215
"SFPQ",2.34426079420481,-9.37639973710103,2.30423995851168
"ZMYM4",0.361442133942411,-12.5118634395777,2.45061769954078
"KIAA0319L",0.592102858747368,-9.46117001918214,1.86511019909065
"NCDN",0.1991593867253,-10.1027784470276,1.65608243263739
"RP4-728D4.2",1.27568509683694,-8.92922945602755,1.62712224553777
"TFAP2E",0.0762917112488348,4.20292682228829,-3.2060411960041
"PSMB2",1.95786531044446,-13.7927331541967,3.67784819976041
"C1orf216",0.672193291541859,-11.9471491805228,2.30701395369232
"CLSPN",0.125882171958282,-35.7398682716328,8.64260003229392
"AGO4",0.0226700896333529,-7.09516702431906,0.853294091223924
"AGO1",0.531072369459227,-13.577619261789,2.82233660372754
"AGO3",0.300025702344253,-7.56709057831871,1.17533670838389
"ADPRHL2",0.813301042409058,-13.0273239596365,2.9976635618387
"TRAPPC3",0.406019168401923,-8.42328938876951,2.04447149760465
"MAP7D1",0.654494540037245,-9.82823933587404,2.18561877651142
"THRAP3",0.595860555188041,-11.1866753765624,2.71754014479063
"EVA1B",0.00755270479359073,-13.909128510509,2.91886547089105
"STK40",1.07496419649388,-13.28603741801,2.93001329163551
"LSM10",2.13872183407687,-9.82738535580045,2.50914954644379
