"","theta","(Intercept)","log_umi"
"RRAGC",0.451453996002459,-10.5087641553301,2.31175255703729
"RP5-864K19.4",0.158147028664132,-12.743367074885,2.06256469798137
"MYCBP",0.443959816731303,-10.5187088004038,2.29703566314867
"AKIRIN1",0.676904513172965,-10.0096614647093,2.38198165032087
"NDUFS5",1.35994166877035,-9.21878747987402,2.56718363851089
"MACF1",0.58377239594304,-10.1489464279057,2.31643389608708
"KIAA0754",0.230189928028585,-12.5414312256707,2.14290754443097
"RP11-69E11.4",0.124744812975913,-12.9345239920951,2.0430897230423
"PABPC4",0.724394091376702,-9.99830008066596,2.41135600108367
"HPCAL4",0.253776510344264,-12.4304809561986,2.17385166909698
"PPIE",0.672463112889302,-10.0087809824499,2.37884992723974
"TRIT1",0.273380743037275,-11.6202558307662,2.19077419739312
"MYCL",0.358635535324636,-11.3572159547066,2.20909250513434
"MFSD2A",0.108196131760806,-13.0200960649104,2.02232033555741
"CAP1",1.46275598640481,-9.14116330553617,2.57841583405409
"PPT1",0.936881715487452,-9.78985033180996,2.47555923601172
"RLF",0.285804672065154,-11.5839316416338,2.19552882576664
"RP1-39G22.7",0.415046963269713,-11.1080426793087,2.20428394207382
"ZMPSTE24",0.445750211097666,-11.0562755163753,2.25099477312809
"COL9A2",0.225618966400741,-12.0834241998706,2.17670796339033
"SMAP2",0.807885571499506,-9.87767020863973,2.4362782084483
"ZFP69B",0.141473787659634,-12.8191386499719,2.05126746596957
"ZFP69",0.224685844288479,-11.9098833485468,2.17037723291924
"EXO5",0.241695900609293,-12.5467848054605,2.16624256450464
"ZNF684",0.235911853711193,-11.753792553068,2.168868054776
"NFYC-AS1",0.241904545563597,-12.2014659440717,2.16146712228198
"NFYC",0.585446045568734,-10.1396876449656,2.31586621633457
"CITED4",0.459637242371163,-11.0192060395029,2.26821399206174
"CTPS1",0.40274415492585,-11.1611121498551,2.20123994370316
"SCMH1",0.22712266150858,-12.104790066756,2.17568849682712
"HIVEP3",0.380470518690739,-11.266954524078,2.20539002901601
"FOXJ3",0.457296166037405,-11.0291450802274,2.26627374376439
"PPCS",0.901614972575554,-9.81771123085305,2.4638572891787
"CCDC30",0.230189928028585,-12.5414312256707,2.14290754443097
"PPIH",0.597887747448696,-10.0661751731254,2.31432623203514
"YBX1",2.15361369422141,-7.29548143353038,2.44190018947544
"LEPRE1",0.37857325423284,-11.2755623803673,2.20585812355457
"C1orf50",0.441667087585508,-10.5320553930231,2.28901731208658
"CCDC23",0.671611203035987,-10.008593707767,2.37824119596693
"ERMAP",0.24453111945453,-12.2214289751843,2.16052314828958
"ZNF691",0.224065621849842,-11.9347801167679,2.1716016566889
"SLC2A1",0.306439806001703,-11.519684101789,2.20093803309746
"EBNA1BP2",0.573999895990634,-10.1988296060759,2.32025161043605
"RP1-92O14.3",0.124744812975913,-12.9345239920951,2.0430897230423
"CDC20",0.124744812975913,-12.9345239920951,2.0430897230423
"ELOVL1",0.504384598026874,-10.4350108445762,2.33927333480222
"MED8",0.566503502883452,-10.2329898115586,2.32335244665009
"SZT2",0.309940402152195,-11.5089209858606,2.20176716673798
"HYI",0.241587964993237,-11.7203125191351,2.17168265402027
"KDM4A",0.276234074996775,-11.6121930892694,2.19202297773267
"KDM4A-AS1",0.090721269291354,-12.7921404110945,1.91917469956789
"ST3GAL3",0.22375500450459,-11.9529837127783,2.17254604697426
"IPO13",0.224820970152689,-12.0670005958397,2.17690569188224
"DPH2",0.321787468070285,-11.4733956549449,2.20456706007782
"ATP6V0B",1.22707865800015,-9.37165948956455,2.5802789542053
