"","theta","batchA","batchB","log_umi:batchA","log_umi:batchB"
"EIF2D",0.461695514037793,-10.3714483059021,-10.8056589318553,2.26460675640049,2.31370149178591
"MAPKAPK2",0.449840372998763,-10.9441599710064,-11.0890612568162,2.18761360768581,2.28269159502438
"IL24",0.188973648347225,-12.1610279349218,-12.4241370356452,2.12497111376583,2.07119716703591
"FAIM3",0.994643287556607,-9.52775056735223,-9.81501332854492,2.42238538896117,2.50359648504128
"CD55",0.987378341541643,-9.5452628679157,-9.81152650970256,2.41794194519809,2.50362913064522
"CR2",0.160024964708372,-13.0412186394904,-12.7048021381125,2.19756516700304,2.10185332445685
"CR1",0.348623510166944,-11.4516136197783,-11.3495703192679,2.20632485211478,2.17745343684405
"CD46",0.623422594581581,-9.95577796653138,-10.1651905039799,2.31471587797565,2.33664550205471
"G0S2",0.614914280025586,-10.083194532165,-10.0618905200653,2.27199017786229,2.35920501652709
"TRAF3IP3",1.50532954989922,-8.88264576759451,-9.22335040008246,2.55450717035305,2.66423416503917
"DIEXF",0.357847688155876,-11.5760569422627,-11.2601817630928,2.17954875866024,2.22011162891583
"RCOR3",0.467385987498828,-10.8130502417273,-11.0564125020991,2.2148041924226,2.29815725063849
"TRAF5",0.464214732088829,-10.5367579626419,-10.768162875629,2.23377303257995,2.31303169443701
"SLC30A1",0.256748830088955,-11.5689820862341,-11.8143950828964,2.18639308154831,2.1344613219071
"LPGAT1",0.446206776414488,-10.8247135450118,-11.2059301981403,2.21201185822841,2.23446918433413
"INTS7",0.20624377800136,-11.726029841205,-12.1214379657602,2.0703634990053,2.06176427510643
"PPP2R5A",0.467856649883408,-10.4030883464273,-10.6000102575084,2.25863010726855,2.32380195540696
"TMEM206",0.357847688155876,-11.3426094465374,-11.3634321699471,2.20426970687911,2.16917112199178
"NENF",0.781540694152604,-9.78326235512166,-10.0574311437327,2.3724603208221,2.45854288885777
"ATF3",0.477105955496068,-10.2647919193227,-10.6576131484755,2.27289320536809,2.3156983014482
"BATF3",0.445081647110282,-10.8377472189384,-11.2002697502939,2.20843298798525,2.23597136155264
"NSL1",0.588192731723698,-10.0117162079702,-10.277670246125,2.2783645048604,2.33902961146817
"TATDN3",0.470104041327215,-10.8227638492351,-11.0158011449304,2.21250356310323,2.30852288309418
"FLVCR1-AS1",0.201677448281737,-12.2272241961111,-12.1068247246849,2.13379043070395,2.12504097367742
"FLVCR1",0.208851400637174,-12.0306360069239,-12.0840239812488,2.10758923884792,2.1358900411318
"ANGEL2",0.445658681280421,-10.8771069190598,-11.1494179348231,2.19724869912037,2.25196047781527
"RPS6KC1",0.238807825156435,-11.5604266920596,-11.7023272750914,2.0868295070752,2.13206611735405
"SMYD2",0.469368600799054,-10.6078915731734,-10.8499007138751,2.22935741364718,2.31464121783904
"GPATCH2",0.379351909182743,-11.3500532423055,-11.3084513213423,2.20458320408522,2.20247365035132
"RRP15",0.443684509763069,-10.8968192918062,-11.1494179348231,2.19304453854208,2.25196047781527
"LYPLAL1",0.474003128557851,-10.7557818091213,-10.882733723851,2.22325046558262,2.31515355152811
"EPRS",0.522108215311037,-10.0606193143306,-10.5910547049531,2.27280836063192,2.32561062999455
"BPNT1",0.375133058684229,-11.3933116662615,-11.3059862568256,2.20601111810743,2.20364116499064
"IARS2",0.473010512104444,-10.7316635491972,-10.8499007138751,2.22501396356177,2.31464121783904
"RAB3GAP2",0.452051186964456,-10.8469003848836,-11.1291047474024,2.20574544136171,2.26066018178631
"MARC1",0.224369846899799,-11.6329811063944,-11.9527760499069,2.06588328003641,2.14077235122756
"HLX",0.185955406245284,-12.7229509827603,-12.2134499787719,2.20280914120116,2.05080575518804
"DUSP10",0.418525499115009,-11.2801262957033,-11.1716304405461,2.20107887531981,2.244241031057
"TAF1A",0.246705237894535,-11.5760569422627,-11.9696525175043,2.17954875866024,2.14133592187477
"MIA3",0.47236146526601,-10.6643835373279,-10.8931826948883,2.22764840121108,2.31524287785117
"AIDA",0.348623510166944,-11.4349918161284,-11.3550656447549,2.20648357551509,2.17397758907307
"BROX",0.437556313332625,-11.0191827395176,-11.1370792898575,2.1866314374237,2.25701370875353
"FAM177B",0.193536910419406,-12.4556692543632,-12.1120008116789,2.16498697493235,2.09432734447578
"RP11-452F19.3",0.354481015377579,-11.324365109345,-11.3802840643007,2.20344274637326,2.1614525992678
"DISP1",0.166061117169247,-12.9807844892051,-12.7923022546894,2.23242604348101,2.10097581949476
"TLR5",0.199815056037535,-11.5979669210472,-12.7048021381125,2.0683841697953,2.10185332445685
"SUSD4",0.199815056037535,-11.8610243825902,-12.1458935853537,2.0853567895114,2.05347635452172
"CAPN2",1.01660568102604,-9.49330693097145,-9.7911946052002,2.43161990968746,2.50373095504035
"TP53BP2",0.267184724125,-11.5979669210472,-11.3885452021283,2.0683841697953,2.15852698825264
"FBXO28",0.39080574084644,-11.3933116662615,-11.253025230975,2.20601111810743,2.22213630721514
"DEGS1",0.728557132220523,-9.86339190840982,-10.0749172881503,2.36116238640525,2.42525086571319
"NVL",0.314275713507958,-11.5094909796825,-11.4287633265549,2.20308843468351,2.14928668534956
"CNIH4",0.57108933238101,-9.98898693434933,-10.4664915791483,2.28505336037853,2.34311955757378
"WDR26",0.43064393110815,-11.0064967777485,-11.193944525141,2.18640992128459,2.23768277308616
"CNIH3",0.177437930521445,-12.6465705910921,-12.1214379657602,2.02009534814886,2.06176427510643
"LBR",0.621921762495511,-9.9849364351421,-10.0842179889453,2.28685589504584,2.34563151006361
"SRP9",1.16668730203214,-9.39452969891274,-9.5853131972415,2.53446324357435,2.59785632280954
"RP11-285F7.2",0.334021110079303,-11.5620577283092,-11.33493185157,2.1905334203729,2.18722464056059
"TMEM63A",0.461330457333442,-10.4557477894027,-10.7262361915094,2.24656147438186,2.31286501752507
"PYCR2",0.606738044299686,-10.0084240759784,-10.1356490084068,2.27907311584043,2.33775419425236
"SDE2",0.399294497737776,-11.1505789154595,-11.3108839818526,2.1929460066656,2.2012857619451
"H3F3A",1.36111577818827,-9.16325113858438,-9.2987617069553,2.53684340495459,2.59899627912736
"ACBD3",0.413538332270605,-11.4036944745423,-11.1577888922188,2.20622659651375,2.24886337905579
"LIN9",0.182645041051933,-12.9807844892051,-12.2134499787719,2.23242604348101,2.05080575518804
"PARP1",0.680876142819312,-9.87949231192028,-10.0650271300715,2.35806433995545,2.35567932057412
"ITPKB",0.474167571671126,-10.8648389434989,-10.8187767259917,2.20049167253403,2.31398628764265
"PSEN2",0.197308544059129,-11.8610243825902,-12.2134499787719,2.0853567895114,2.05080575518804
"ADCK3",0.4731636527957,-10.7689286387325,-10.8144951931954,2.22194611907413,2.31389255726573
"ZNF678",0.253901098511532,-11.5600517762883,-11.5605863373055,2.10626979297255,2.13748686135213
"SNAP47",0.474292517581215,-10.7437398841446,-10.9671193328066,2.22422380834821,2.31372204480603
"JMJD4",0.42921492868315,-11.0579812816991,-11.1819063196601,2.18789440611439,2.24111512650269
"ARF1",1.47207928306765,-8.93151468042533,-9.23667661666943,2.54922273028985,2.61930125952025
"C1orf35",0.504519228383966,-10.2040223204111,-10.554155990768,2.27285283673524,2.33335538651743
"MRPL55",0.863829408358097,-9.62947064497752,-10.0200836979124,2.39682551852284,2.47482383839667
"GUK1",1.49579520768897,-8.87996733835314,-9.23081284452847,2.55475299418502,2.64871529399831
"IBA57",0.232209936711751,-11.8610243825902,-11.5882929144866,2.0853567895114,2.13583876778806
"OBSCN",0.219902186608763,-11.6329811063944,-12.0840239812488,2.06588328003641,2.1358900411318
"TRIM11",0.473353709361089,-10.663489548567,-11.0702435753439,2.2276727718022,2.2924606219379
"RNF187",0.766365589718532,-9.80804158567163,-10.0666609868224,2.36930665424148,2.45126763758487
"RHOU",0.160024964708372,-12.4556692543632,-17.146132637667,2.16498697493235,3.09442864720954
"RAB4A",0.68290903312983,-9.90236656193343,-10.0579241877811,2.35232785042094,2.37186600078608
"NUP133",0.218073193864003,-11.726029841205,-12.0576635745586,2.0703634990053,2.14006767013108
"ABCB10",0.190579693516022,-12.7229509827603,-12.1120008116789,2.20280914120116,2.09432734447578
"TAF5L",0.185955406245284,-12.4556692543632,-12.4241370356452,2.16498697493235,2.07119716703591
"URB2",0.187360868260337,-12.317360961206,-12.4241370356452,2.14591804804641,2.07119716703591
"GALNT2",0.434133235466869,-10.967630365347,-11.1853762605078,2.18660518420228,2.24009537383215
"COG2",0.474306959502105,-10.7437398841446,-10.9352318879972,2.22422380834821,2.31497385967619
"TTC13",0.336568867148423,-11.3060142577673,-11.4768111230672,2.20250900100635,2.14355999326807
"ARV1",0.465011031424158,-10.8423362146463,-11.0525133783793,2.20709828165782,2.29953095419382
"C1orf131",0.515320455757086,-10.2399544444605,-10.4762466556321,2.27309991133945,2.34269393697609
"GNPAT",0.481058165358247,-10.387760777566,-10.5221666968988,2.26173731464482,2.33863148228697
"EXOC8",0.242590445367145,-11.5772761386386,-11.8696704099259,2.14738396490195,2.13698823514882
"SPRTN",0.472616609833392,-10.7565799044141,-11.0312330054175,2.22317934903442,2.30549271775851
"EGLN1",0.46479557406236,-10.4730401967573,-10.8948405438078,2.24294541092233,2.31525287512738
"RP11-295G20.2",0.296609531280499,-11.5657915721652,-11.3297278526665,2.07996878309352,2.19058448352789
"TSNAX",0.619393046309396,-9.97323288040954,-10.1175173773236,2.29404335652052,2.33928538760224
"DISC1",0.223911752724746,-11.5604266920596,-12.1068247246849,2.0868295070752,2.12504097367742
"NTPCR",0.472751810124065,-10.6531714417546,-10.9210447218059,2.22795430310963,2.31520081801881
"PCNXL2",0.222778853026938,-11.7772600759159,-11.8696704099259,2.07545075119167,2.13698823514882
"RP5-827C21.4",0.434133235466869,-10.8942687141217,-11.2458438685814,2.19351565676838,2.22409043967561
"COA6",0.591586885381094,-10.1495286400806,-10.1088699821249,2.27201345585557,2.34036946480981
"TARBP1",0.474301865667144,-10.7653366533025,-10.9421821529635,2.22233085748299,2.31479371176727
"IRF2BP2",0.644358690208491,-9.95184538659273,-10.0700062516935,2.32049976803815,2.35190863288578
"TOMM20",1.10126996189981,-9.43224923046071,-9.60988571996917,2.47807129730925,2.5146365229268
"RBM34",0.348623510166944,-11.4349918161284,-11.3550656447549,2.20648357551509,2.17397758907307
"ARID4B",0.802421927339803,-9.74859646360364,-10.0423267997413,2.37689051215546,2.46643152102846
"GGPS1",0.588687027334653,-10.0694488467816,-10.1879387503719,2.27240739160187,2.33652326678889
"TBCE",0.294052034115064,-11.5808116265201,-11.407808911825,2.16509320920143,2.15329217520973
"B3GALNT2",0.185955406245284,-12.6465705910921,-12.1068247246849,2.02009534814886,2.12504097367742
"LYST",0.723636876161893,-9.87613690144548,-10.0747420813743,2.35875513548615,2.42424934534276
"GPR137B",0.424127826705751,-11.024542576735,-11.2357988083565,2.18675759103648,2.22674402213369
"ERO1LB",0.395168007713896,-11.2801262957033,-11.2799903491497,2.20107887531981,2.21393506460521
"EDARADD",0.182645041051933,-12.6465705910921,-12.1120008116789,2.02009534814886,2.09432734447578
"LGALS8",0.494637526267517,-10.3733513428734,-10.4550783564741,2.26429863338996,2.34347320755289
"HEATR1",0.308005243598048,-11.5760569422627,-11.3802840643007,2.17954875866024,2.1614525992678
"MTR",0.317939624424612,-11.5094909796825,-11.4122259355272,2.20308843468351,2.15232676128729
"FH",0.467217335870884,-10.3248512579743,-10.7057734215308,2.2701598578497,2.31319489987226
"KMO",0.293008733830407,-11.5585501876496,-11.3495703192679,2.09784164060755,2.17745343684405
"OPN3",0.4731636527957,-10.6145012038247,-10.9766886072038,2.22911770949163,2.31308077765925
"CEP170",0.297661097293019,-11.5226626848662,-11.5095900650821,2.20138460206992,2.1409026484368
"SDCCAG8",0.471097706540488,-10.4080205183764,-10.5681861237583,2.25755922235969,2.330481951593
"AKT3",0.242590445367145,-11.8610243825902,-11.4616168534817,2.0853567895114,2.14504042970337
"ZBTB18",0.218073193864003,-12.0306360069239,-11.8696704099259,2.10758923884792,2.13698823514882
"ADSS",0.626869555137996,-9.96094377295845,-10.1124624873895,2.30711843791449,2.33988367006586
"DESI2",0.433150358812366,-11.1104490219038,-11.1387901390154,2.19053136184161,2.25627461817252
"COX20",0.550717279231287,-10.2726377452328,-10.2314871307265,2.27274225976748,2.33734714107364
"HNRNPU-AS1",0.29556102379824,-11.5760569422627,-11.4287633265549,2.17954875866024,2.14928668534956
"HNRNPU",1.07420875031184,-9.45434956100121,-9.63312500531068,2.44677431996203,2.50912292487035
"RP11-156E8.1",0.246705237894535,-11.5604266920596,-11.5882929144866,2.0868295070752,2.13583876778806
"EFCAB2",0.468476970388047,-10.4839006376459,-10.9889196114171,2.24091029813659,2.31203586874029
"SMYD3",0.472781886212097,-10.5689941555024,-11.0051000221781,2.23124978523436,2.3101539840656
"TFB2M",0.44227599877588,-10.8514868488208,-11.2122052205584,2.20437497955444,2.23283535317288
"CNST",0.47264324497415,-10.6145012038247,-10.9557840359938,2.22911770949163,2.31430402878778
"SCCPDH",0.461952881251642,-10.5004864112573,-10.7169760349485,2.23819144879376,2.31297417811585
"AHCTF1",0.269470811118637,-11.5600517762883,-11.4417060102327,2.10626979297255,2.14738942524696
"ZNF669",0.31273812612783,-11.4516136197783,-11.4928272713773,2.20632485211478,2.14219743251733
"ZNF124",0.251153520933427,-11.5760569422627,-11.8696704099259,2.17954875866024,2.13698823514882
"RP11-488L18.10",0.214594727832573,-11.8610243825902,-12.0576635745586,2.0853567895114,2.14006767013108
"ZNF496",0.201677448281737,-12.9807844892051,-11.8696704099259,2.23242604348101,2.13698823514882
"NLRP3",0.441098370938071,-10.9496136133235,-11.1387901390154,2.18729767455538,2.25627461817252
"SH3BP5L",0.218073193864003,-11.8610243825902,-11.9696525175043,2.0853567895114,2.14133592187477
"ZNF672",0.45678610729991,-10.8648389434989,-11.0890612568162,2.20049167253403,2.28269159502438
"ZNF692",0.368956733607616,-11.5760569422627,-11.2258828917313,2.17954875866024,2.22930534017849
"PGBD2",0.404019374889919,-11.0647854426846,-11.3244176682843,2.18818886781792,2.19385497902507
"SH3YL1",0.627546945568583,-10.0273699236988,-10.0580127838329,2.27573944746045,2.36975239201223
"ACP1",1.04849842558822,-9.53523472667793,-9.61485750007519,2.4204951560933,2.51306557540172
"TMEM18",0.508264224346603,-10.2258580053471,-10.5221666968988,2.27306538448117,2.33863148228697
"TSSC1",0.470062845773639,-10.3943730364094,-10.5886739112631,2.26044567840315,2.32611147038877
"TRAPPC12",0.462352176712011,-10.4961917520731,-10.5940055769034,2.23884778561066,2.32500609228508
"TRAPPC12-AS1",0.177437930521445,-12.6465705910921,-12.1214379657602,2.02009534814886,2.06176427510643
"ADI1",0.82908889661681,-9.67792046021995,-10.0414565320206,2.38728073672522,2.46681230574613
"AC142528.1",0.169885626665915,-12.2272241961111,-17.146132637667,2.13379043070395,3.09442864720954
"RNASEH1",0.461664276219146,-10.409294369291,-10.8722526338438,2.25727960025756,2.315025591281
"RNASEH1-AS1",0.401600507928954,-11.0191827395176,-11.3495703192679,2.1866314374237,2.17745343684405
"RPS7",4.91723616619275,-4.97111590068626,-4.77076918956137,2.15099696215685,2.08719535025708
"CMPK2",0.485092390358987,-10.3481598560094,-10.5360723789505,2.26784641409135,2.33659493789267
"RSAD2",0.465648921186377,-10.4230092951007,-10.6043524589846,2.25414464672133,2.32296753351979
"RNF144A",0.240979602450388,-11.5772761386386,-11.9109799241815,2.14738396490195,2.13897810669448
"AC092580.4",0.462514553068166,-10.6212053627553,-10.6382327451257,2.22889246260131,2.31769823751416
"ID2",1.47520078959352,-8.95955410082145,-9.23188355552656,2.54600878283191,2.63588935596789
"KIDINS220",0.463832809494028,-10.8533870971487,-11.0525133783793,2.20380937478756,2.29953095419382
"ITGB1BP1",0.830795512101878,-9.68214531554827,-10.0356011730503,2.38656000545853,2.46923387007681
"CPSF3",0.449840372998763,-10.8825488853542,-11.1167097322799,2.19595570580303,2.26693835914234
"IAH1",0.817702578583968,-9.66966873963818,-10.0628502810336,2.3887342582608,2.45467681092948
"ADAM17",0.349627874754206,-10.9101830378659,-12.1068247246849,2.19091800500803,2.12504097367742
"RP11-214N9.1",0.166061117169247,-13.0474259465958,-12.7048021381125,2.23112237185636,2.10185332445685
"YWHAQ",1.12787543499245,-9.42750241093929,-9.5861589199896,2.51983370690388,2.53765647909384
"TAF1B",0.410821884090599,-11.3500532423055,-11.1853762605078,2.20458320408522,2.24009537383215
"RP11-254F7.2",0.225478490438372,-11.5657915721652,-12.0576635745586,2.07996878309352,2.14006767013108
"KLF11",0.424376236994685,-11.3060142577673,-11.1376945808342,2.20250900100635,2.25674654144043
"RRM2",0.221562073461801,-13.0474259465958,-11.5174484808685,2.23112237185636,2.14033496609164
"HPCAL1",0.743064296591156,-9.83138173284494,-10.0753841114947,2.36615924541372,2.43159043405868
"ODC1",0.653775002138388,-9.95112010614051,-10.0585776491745,2.32150470394163,2.36635031040318
"NOL10",0.428401128131344,-11.0064967777485,-11.2122052205584,2.18640992128459,2.23283535317288
"RN7SL832P",0.210630821538473,-11.8610243825902,-12.1068247246849,2.0853567895114,2.12504097367742
"ATP6V1C2",0.169885626665915,-12.7229509827603,-12.8356493069929,2.20280914120116,2.07186889921468
"PDIA6",1.06122529504673,-9.4801852092474,-9.63687555809373,2.43572205703333,2.50854450774904
"PQLC3",0.623288762355629,-9.96158545464167,-10.1329797201702,2.30623358383862,2.33792786918091
"ROCK2",0.20624377800136,-11.5772761386386,-17.146132637667,2.14738396490195,3.09442864720954
"E2F6",0.223911752724746,-12.2272241961111,-11.6405287257191,2.13379043070395,2.13333393739148
"LPIN1",0.4769654610036,-10.3562488194697,-10.5746262939636,2.26683121340182,2.32910333421772
"TRIB2",0.474326380321215,-10.7344058483513,-10.9518141954747,2.22484663956448,2.31446782662676
"NBAS",0.357847688155876,-11.5094909796825,-11.3084513213423,2.20308843468351,2.20247365035132
"DDX1",0.482003668320582,-10.3326096789127,-10.5653877812655,2.26948876910598,2.33107063623546
"FAM49A",0.461417136503902,-10.4154958032872,-10.8260774525577,2.25587979187899,2.31414545621743
"SMC6",0.413452696361237,-11.1336555034555,-11.253025230975,2.19190356501215,2.22213630721514
"RDH14",0.572474669355936,-10.0329089232852,-10.3639773977475,2.27504878581519,2.34251322395968
"LINC00954",0.393385128461366,-11.324365109345,-11.2701762010105,2.20344274637326,2.21711630354972
"TTC32",0.450656938675405,-10.8130502417273,-11.1738842952687,2.2148041924226,2.24353465140372
"WDR35",0.160024964708372,-12.9807844892051,-12.8356493069929,2.23242604348101,2.07186889921468
"LAPTM4A",1.01476057727561,-9.5420801996966,-9.71029966913958,2.41875757666111,2.50397391897337
"PUM2",0.43729918229517,-11.0064967777485,-11.1430788252902,2.18640992128459,2.25447596174205
"RHOB",0.770012051979798,-9.85963908055191,-10.0382147305601,2.36181486539325,2.46818334570812
"HS1BP3",0.41471311181437,-11.1336555034555,-11.2458438685814,2.19190356501215,2.22409043967561
"C2orf43",0.305407592172397,-11.5620577283092,-11.4122259355272,2.1905334203729,2.15232676128729
"ATAD2B",0.240979602450388,-11.5645302205551,-11.7781714742467,2.11853605271832,2.13315231027982
"UBXN2A",0.456450257451673,-10.8469003848836,-11.1027992915606,2.20574544136171,2.27473830646897
"FKBP1B",0.182645041051933,-12.4556692543632,-12.7048021381125,2.16498697493235,2.10185332445685
"SF3B14",0.950578148709035,-9.5545054554685,-9.91874654365992,2.41558886780283,2.49779527347716
"FAM228B",0.429541751376061,-10.9535061534912,-11.2357988083565,2.1871065769605,2.22674402213369
"TP53I3",0.228170944268764,-11.5807819102115,-11.9109799241815,2.07219043993715,2.13897810669448
"ITSN2",0.624996444967835,-9.960914848677,-10.1244129282656,2.30716808632398,2.33860298289095
"NCOA1",0.472123087547996,-10.795430499873,-11.0083312372438,2.21826007283512,2.30969895929851
"PTRHD1",0.735109126409441,-9.86744267211604,-10.0749103053058,2.36043277157209,2.43625347912248
"CENPO",0.166061117169247,-13.0412186394904,-12.5399993996949,2.19756516700304,2.08557694171576
"ADCY3",0.182645041051933,-12.2272241961111,-12.8356493069929,2.13379043070395,2.07186889921468
"DNAJC27-AS1",0.193536910419406,-11.8610243825902,-12.4241370356452,2.0853567895114,2.07119716703591
"POMC",0.475716932015547,-10.3063426209086,-10.6269996808264,2.27144303271442,2.31918701011188
"DNMT3A",0.414644975447646,-11.0252671813125,-11.296056405529,2.18677622765524,2.20797630543902
"DTNB",0.39080574084644,-11.3681325622641,-11.263091847762,2.2052683068802,2.21925798195264
"ASXL2",0.440917797409578,-10.8354047910496,-11.253025230975,2.20910501694883,2.22213630721514
"RAB10",0.795446273381052,-9.7788705758942,-10.0374418432389,2.37301412126503,2.46849555763964
"HADHA",0.975728330767325,-9.53997908600217,-9.86332335926669,2.41929485991753,2.50234380577916
"HADHB",0.756680491797555,-9.84113567545484,-10.066218878414,2.36474515595048,2.45170627546191
"EPT1",0.201677448281737,-12.4556692543632,-12.0576635745586,2.16498697493235,2.14006767013108
"SLC35F6",0.266259333153026,-11.5807819102115,-11.401720977381,2.07219043993715,2.15474758175821
"MAPRE3",0.218073193864003,-11.6329811063944,-12.1068247246849,2.06588328003641,2.12504097367742
"TMEM214",0.443446548679183,-10.8533870971487,-11.1965099617625,2.20380937478756,2.23698302275661
"AGBL5",0.214594727832573,-12.7229509827603,-11.7023272750914,2.20280914120116,2.13206611735405
"OST4",1.62458128998541,-8.68460055721466,-9.03643297333204,2.55258226859582,2.66119979505481
"KHK",0.237931321651418,-11.580640629095,-12.0840239812488,2.16779147666521,2.1358900411318
"PREB",0.461860808064803,-10.4944619124518,-10.7193344970617,2.23912113495449,2.31294221431862
"SLC5A6",0.360205876416327,-11.3500532423055,-11.3550656447549,2.20458320408522,2.17397758907307
"ATRAID",1.1061503543803,-9.43209960431983,-9.59971451148931,2.48192357972723,2.51907762825788
"CAD",0.197308544059129,-12.0306360069239,-12.1214379657602,2.10758923884792,2.06176427510643
"MPV17",0.483708787390773,-10.2586611780125,-10.6140908453654,2.27298191575751,2.32121953375357
"GTF3C2",0.332975490937524,-11.5094909796825,-11.3634321699471,2.20308843468351,2.16917112199178
"EIF2B4",0.45564281867879,-10.7713885412375,-11.1684309137728,2.22166773484518,2.24526032565498
"SNX17",1.00815486888989,-9.50725163597539,-9.79905920273712,2.42772233105476,2.50370926608193
"PPM1G",0.821219551434053,-9.70693174445185,-10.0353112278875,2.38265525929027,2.46934881652324
"NRBP1",0.577799877905874,-10.0480996830632,-10.298391905281,2.27360872214799,2.33989981337023
"KRTCAP3",0.229316654801091,-11.8610243825902,-11.6405287257191,2.0853567895114,2.13333393739148
"ZNF512",0.357847688155876,-11.2360036981478,-11.4122259355272,2.1984117032366,2.15232676128729
"GPN1",0.461663644823842,-10.4678325869344,-10.641225821628,2.24398808684492,2.31734183030156
"SUPT7L",0.458148016235723,-10.7738255245847,-11.1448946338105,2.22138076592717,2.25374412688134
"SLC4A1AP",0.434133235466869,-11.0324484905291,-11.1561042356581,2.18697501178805,2.24946882202057
"MRPL33",0.664991336014215,-9.9561764289279,-10.0641424130615,2.31411851284257,2.39519406955677
"RBKS",0.342644173522305,-11.5791336579519,-11.296056405529,2.17396725098979,2.20797630543902
"BRE",0.522731232923722,-10.0872287173854,-10.5653877812655,2.2719042297302,2.33107063623546
"FOSL2",0.465057048184879,-10.8145925352696,-11.0736252747255,2.21445750875461,2.29086434977435
"PLB1",0.185955406245284,-12.7229509827603,-12.2134499787719,2.20280914120116,2.05080575518804
"PPP1CB",0.539018414620175,-10.1439572647621,-10.4393310351334,2.27193613437562,2.34372808223962
"TRMT61B",0.460262283593748,-10.7653366533025,-11.1346528666645,2.22233085748299,2.2580867966171
"WDR43",0.472459225393897,-10.7013016263023,-11.0674227714859,2.22646600305659,2.29374569176902
"CLIP4",0.399972985983549,-11.217883629863,-11.284017475886,2.19726137331794,2.2125382461295
"YPEL5",1.17716593941345,-9.40282454949474,-9.54951327545911,2.53265767027727,2.60508660490814
"LBH",0.846213627680106,-9.67263359281252,-10.0150631242721,2.38820306190691,2.4764490978264
"LCLAT1",0.327840501623021,-11.298495777024,-11.5418790762414,2.20210679650895,2.13868298891723
"EHD3",0.18075286309051,-12.9807844892051,-12.2868143806828,2.23242604348101,2.05578518262412
"MEMO1",0.277520063233912,-11.5620577283092,-11.5882929144866,2.1905334203729,2.13583876778806
"DPY30",0.780903075487392,-9.72120586767425,-10.0750378710456,2.38059618479708,2.43553557034927
"SPAST",0.240979602450388,-11.5807819102115,-11.6090810701488,2.07219043993715,2.13471042253244
"RP11-563N4.1",0.210630821538473,-11.8610243825902,-12.1068247246849,2.0853567895114,2.12504097367742
"SLC30A6",0.210630821538473,-12.2272241961111,-11.9696525175043,2.13379043070395,2.14133592187477
"NLRC4",0.224369846899799,-12.317360961206,-11.6090810701488,2.14591804804641,2.13471042253244
"YIPF4",0.641103479519004,-9.96624906128221,-10.0592030033277,2.30051924847051,2.36424590957095
"AL133245.2",0.177437930521445,-12.7229509827603,-12.7048021381125,2.20280914120116,2.10185332445685
"BIRC6",0.475273739940182,-10.332983939527,-10.6056296523499,2.26945389642309,2.32272746903425
"TTC27",0.406841688175305,-11.0380428374623,-11.3244176682843,2.18715068309926,2.19385497902507
"RASGRP3",0.296609531280499,-11.5791336579519,-11.4122259355272,2.17396725098979,2.15232676128729
"FAM98A",0.290470866498692,-11.298495777024,-11.9696525175043,2.20210679650895,2.14133592187477
"FEZ2",0.468476970388047,-10.5367579626419,-10.910856553764,2.23377303257995,2.31527036026645
"VIT",0.178480921181549,-11.8625655930426,-12.1128804515864,1.71451995397132,2.10028369249954
"STRN",0.270417522243602,-11.5780745142124,-11.5882929144866,2.17632603635149,2.13583876778806
"HEATR5B",0.371176745741765,-11.1749866509393,-11.3885452021283,2.19450010481991,2.15852698825264
"GPATCH11",0.253901098511532,-11.5772761386386,-11.664747685725,2.14738396490195,2.13258966318418
"EIF2AK2",0.644828463237498,-9.95490202096817,-10.0642523730928,2.31604466024899,2.35643122754405
"CEBPZ-AS1",0.525585316482733,-10.1867561396754,-10.4710704249132,2.27260363407149,2.34293592190496
"CEBPZ",0.489759049028295,-10.2640790344186,-10.5777464131177,2.27290485091228,2.32843451164296
"NDUFAF7",0.434967336362641,-11.0666568689593,-11.1395548167762,2.18827245125994,2.25594767586043
"PRKD3",0.427215806332294,-11.024542576735,-11.2122052205584,2.18675759103648,2.23283535317288
"QPCT",0.461455054387228,-10.5785295423759,-10.6194066047566,2.23069501917965,2.32034258752142
"AC006369.2",0.399294497737776,-11.2617696156676,-11.2701762010105,2.19999725505756,2.21711630354972
"CDC42EP3",0.703698739075959,-9.87327546929777,-10.0619008230696,2.35932532052751,2.38957610057776
"RMDN2",0.269470811118637,-11.5094909796825,-11.8143950828964,2.20308843468351,2.1344613219071
"CYP1B1",0.189569047265482,-12.9807844892051,-12.1129073883025,2.23242604348101,2.11381707320278
"ATL2",0.244957733805843,-11.5585501876496,-11.6405287257191,2.09784164060755,2.13333393739148
"HNRNPLL",0.459714032893532,-10.8294023576039,-11.0965473298677,2.21077452033139,2.27838781953539
"GALM",0.461321370406513,-10.4567945934985,-10.7227699465871,2.24633100339842,2.31290186364865
"SRSF7",1.51329465833772,-8.82982232594095,-9.22804306886985,2.55801441151194,2.65817333620875
"GEMIN6",0.464036941199251,-10.831299823312,-11.0688276746858,2.21025667141359,2.29310038283993
"DHX57",0.299179904012343,-11.5684516927711,-11.3550656447549,2.12725989498536,2.17397758907307
"MORN2",0.23401792377617,-11.6329811063944,-11.664747685725,2.06588328003641,2.13258966318418
"SOS1",0.309070400125241,-11.5684516927711,-11.33493185157,2.12725989498536,2.18722464056059
"AC007246.3",0.193536910419406,-12.7229509827603,-12.1068247246849,2.20280914120116,2.12504097367742
