"","theta","batchA","batchB","log_umi:batchA","log_umi:batchB"
"COPB2",1.55060153725024,-14.282737460131,-13.5312976731347,3.39958168412169,3.15755131527556
"RP11-319G6.1",0.135470050587893,-12.415378728943,-3.49629441920318,1.87329775719245,-0.491097693380258
"NMNAT3",0.0211257564295163,4.66744360444211,-33.3555833878938,-2.70060356453214,7.67358929724051
"SLC25A36",1.20080673375427,-11.8382734638239,-6.5200257585752,2.5829426134277,0.924416151240896
"ACPL2",0.434771717118828,-3.83211966028696,-12.8213158358244,-0.243347253058819,2.37315606506429
"ZBTB38",0.476358309508467,-10.3376250465528,-11.8354555662669,2.03133974969349,2.44735869817432
"RASA2",0.85468112810325,-6.67950684787352,-9.43062196341961,1.05845329371937,1.86123189842481
"RNF7",1.17953804353633,-10.4730364400107,-10.5896761842937,2.79155609230132,2.7646853728983
"ATP1B3",0.650295093264807,-17.4293919623742,-14.3343881885598,4.7052560199602,3.75732453422238
"TFDP2",0.333281790100483,-5.187848381489,-10.5273281260393,0.594003096082646,2.23490313537318
"RP11-485G4.2",0.423847939755089,-0.90593261411262,-11.7016272004997,-1.27407074275287,2.18954016150546
"GK5",0.0314957896315293,-12.037789709325,-16.3526968525168,1.91251730855317,3.26914159808843
"XRN1",1.13659052749379,-12.6598174821979,-12.5923038672045,2.76377842165458,2.64426895128101
"ATR",0.611899162092291,-10.484465123402,-5.455693071073,1.8323205934032,0.305676581888563
"U2SURP",0.231987561266813,-9.26198014907246,-8.91110458882972,2.14667820579278,1.92241756138139
"CHST2",0.209906809798822,-12.2060887563227,-14.9329655932276,2.63126129326431,3.45986380381024
"SLC9A9",0.829269257432751,-15.1721097931184,-8.76247229849995,3.38838405380132,1.34017850470287
"C3orf58",0.565995835349587,-14.0215550296709,-11.4686514729191,2.8157081904641,2.1664378888922
"PLSCR1",0.66989567036598,-13.9571057455029,-12.0423065013012,3.6166467636195,3.03449347680562
"GYG1",0.349618796144004,-11.6273995889593,-3.97169442083947,2.82721809506705,0.642366549041201
"HLTF",0.240591356911849,-14.0338825561889,-5.80744118633462,2.94391445633129,0.505885808210462
"HPS3",1.00227912606889,-8.50754040246568,-8.7623988737513,1.39961735928147,1.57445676958785
"COMMD2",0.696865988052194,-7.15783197336433,-8.57065756560428,1.37652371904842,1.75223016336866
"RNF13",2.28051640201363,-14.4304531300573,-12.6163206075432,3.63970547635916,3.07644070163754
"PFN2",0.570916713724761,-6.80062599036647,-2.40315442159844,0.757757623528508,-0.674636991835883
"TSC22D2",0.213418876826593,-4.50045049081397,-4.7754956392523,0.176239493102346,0.269608785714325
"SERP1",2.31415457694748,-10.4173174955932,-9.33760576057558,3.10629612162016,2.76061132470491
"EIF2A",1.53887770800802,-9.01892580329432,-10.6382517038802,2.20302264438669,2.63709524296495
"SELT",3.7387283293183,-9.44792320573419,-9.81702795516701,2.51541611086283,2.60750501159161
"RP11-103G8.2",0.091640816990838,-11.5485305494932,-4.57317274199714,2.1284649394846,0.12289375199836
"SIAH2",0.420803685255264,-6.6652504332141,-4.44238453376291,1.3797005116577,0.785226661508273
"GPR171",0.0906333831390776,-6.21541775138441,-5.24061276534537,1.05256700938772,0.766541428395983
"P2RY14",0.287998691900039,-17.5342746224806,1.83241754859872,3.6534322494599,-2.07849178743409
"P2RY13",0.279191345993677,-28.2729386558198,-22.1662359736289,7.08989429125979,5.2810131103196
"MBNL1",3.20649079974292,-9.25220716755894,-7.33539588664315,2.33020455594977,1.79350805979479
"MBNL1-AS1",0.0940869651646348,-7.92253990783455,-7.17102939002143,1.00044618498345,0.835262927819337
"RAP2B",0.445628154556639,-11.7664292244526,-9.85171734449311,2.57152266278719,1.97450004974045
"DHX36",0.328911054294663,-7.67933915646332,-8.67431719690398,1.54416831358157,1.89019096913337
"C3orf33",0.180449819589206,-7.77446747918063,-8.61854190785433,0.996129239535519,1.18525162316226
"SLC33A1",0.993367367002991,-24.7022503193787,-11.1294764517724,6.0626055232968,2.29033300024857
"GMPS",1.66892086419091,-13.8021577249778,-10.9836136922071,3.29805008736007,2.52950700937812
"SSR3",0.769028926018063,-15.566435282475,-12.2906975845699,4.14974680677035,3.21303573602579
"TIPARP-AS1",0.503825693986449,-15.525720331867,-18.1456246415238,3.18869821665242,3.98548185216012
"TIPARP",0.276389696252075,-7.48318085116316,-8.84026996729033,1.17401693803612,1.62425281988658
"CCNL1",1.23280704618432,-8.28916688898108,-8.44472808086475,2.13595980551003,2.191140709644
"PTX3",0.0238551510376408,-28.769376006532,-26.6194634728389,6.83606090501254,6.21678928577407
"RSRC1",0.507528716502369,-12.6796776087284,-10.3573284618571,2.82376213696449,2.22151606728454
"RP11-538P18.2",0.262083511067467,-7.51332422443912,-21.6185912395854,0.833063552968292,4.73460658481593
"MLF1",0.298165714431771,-7.5321917814461,-13.8146902160908,0.718045558075998,2.57032081749647
"GFM1",1.07716918805236,-11.6732970413637,-8.8070451460766,2.4693948387641,1.65060174813918
"LXN",0.163425408700975,-7.52658974172248,-12.6114765467533,1.14621480067981,2.57416723777009
"MFSD1",0.301537629374292,-12.5552155316763,-14.5314368242719,2.92634962772003,3.51704465870793
"IFT80",0.404665144005825,-8.9696218046131,-9.40039293658508,1.31083816270093,1.33901526015064
"SMC4",0.275292877383729,-14.374598667241,-18.6877131229904,3.42956603534868,4.67759014834949
"KPNA4",1.02849751634545,-17.9045431069852,-9.45359196968591,4.23811583639976,1.87812794407046
"PPM1L",0.368656720109859,-21.2793850802064,-15.2902688241403,4.79347772236249,3.09226849137489
"NMD3",1.66044429741477,-8.91931999121662,-8.99292718560015,1.79165894775286,1.80525259457743
"SPTSSB",0.00798034039958171,-3.14023023178059,-3.33962468127563,-0.562282001893488,-0.391931726706007
"PDCD10",2.33555624028678,-8.3202813359331,-9.5034318182792,1.80115585866405,2.17631052362831
"SERPINI1",0.545678893886052,-9.93060488820493,-12.8077025685205,1.68501249381516,2.41801895189054
"GOLIM4",0.242487767771755,-28.9485767568223,-12.1900035412383,6.69382807372515,2.01053788808151
"MYNN",0.165553778406718,-9.49944787263488,-9.70911386760034,1.72947038517131,1.79115224262191
"SEC62",1.45595311124446,-5.83080939109032,-5.34480702891887,1.33198656679121,1.21217694143404
"GPR160",0.143210278466916,-9.50553301649737,-9.67700795733742,1.52671464348182,1.61025704254785
"PHC3",1.52552578354586,-12.0546584447948,-8.47076345122584,2.77417432002074,1.69282920149613
"PRKCI",0.0656388463009462,-11.2632699520477,-13.978869248642,1.9657704501205,2.73639077987335
"SKIL",0.75738224017901,-6.57803974752117,-7.96827118264384,0.748374699259015,1.30239771789438
"RPL22L1",0.75689058778181,-9.82005470440352,-10.5929586693153,2.51013001096494,2.72590299673286
"EIF5A2",0.631911783836671,-10.0304078148063,-8.50419013011665,1.68164336333357,1.27894260608782
"TNIK",0.813856432948982,-6.0786705798337,-12.6171193679868,0.874946559075715,2.69762036681103
"FNDC3B",0.198043292207734,-6.36694732186091,-11.2954061177373,0.774381082809366,2.11564207230122
"TNFSF10",0.425098620771301,-12.7208664995811,-14.267556323324,3.41134373791454,3.92862699810204
"NCEH1",0.218453104969493,-16.4715381983408,-7.20665624062085,3.06060667983111,0.687959364971109
"TBL1XR1",1.27453594371394,-13.3180177234334,-6.93891016547379,2.98934553241407,1.16897911259301
"ZMAT3",0.138429718406483,-9.06087125688479,-0.880064015777402,1.64805133118389,-0.810953390880011
"PIK3CA",0.602735375486597,-7.94860175655381,-8.42230161545078,1.0286616679675,1.23952070325635
"KCNMB3",0.0483848280482343,0.552914489510677,-17.4826840645162,-1.86197744416123,3.63402960927888
"ZNF639",1.15373296123778,-6.04094738671864,-6.7781825216191,0.788266860148703,1.02689640236669
"MFN1",0.536258303255966,-18.2626879257779,-15.5067414993253,4.0635830259883,3.29764804214518
"RP11-145M9.4",0.127723910877754,-8.13703522448658,-33.4131193761516,0.932933842025607,7.87428082312641
"GNB4",0.272590661767997,-17.4368964974526,-14.9933013196834,3.82555321030922,3.13238779464253
"ACTL6A",0.0802821281227297,-10.8376709027001,-8.96322985867845,2.28000877470987,1.90061683758339
"MRPL47",0.31194813736898,-13.911872090754,-12.3623075954572,3.44549973562898,2.96145278324317
"NDUFB5",0.936289679322506,-15.1580135605746,-12.0159773301286,4.10842587216797,3.14777901075104
"USP13",0.328162678827913,-11.3881605792098,-20.7367757385247,1.82031301128266,4.5658039681438
"TTC14",0.186951169447898,-4.84848269200351,-7.05034253659512,0.789700429070243,1.38858318155475
"FXR1",2.38105085798291,-10.6325634671355,-13.4990666729934,2.52617023230518,3.33404838153909
"DNAJC19",0.988575643977405,-4.61515963759883,-8.96014800665264,0.850708706516197,2.13904452647148
"ATP11B",0.834971510710768,-6.89477701041015,-7.09057194837167,1.04847568782767,1.1004139535528
"DCUN1D1",0.671363910815722,-8.10322928033725,-7.53609553992378,1.36511889996484,1.11229067980076
"MCCC1",1.0480788926894,-9.63186054937329,-4.76346244041725,1.74127414096949,0.266008691674684
"LAMP3",0.00362549512982766,3.46938812615041,-15.2239531468439,-2.21706716000141,2.94180064948086
"KLHL6",0.0872150564555963,-9.43451101029477,-21.7960455657417,1.72717711448612,5.28301126555389
"KLHL24",0.106594244002158,-13.9377267005473,-7.99688531051679,3.31588924384595,1.44375512227077
"YEATS2",0.0855575349762415,-8.82499545682261,-4.28463601924437,1.32549781130186,0.0217546694306278
"PARL",0.472656800282985,-9.42167744446871,-9.58358886514935,2.22922305884307,2.31023139659424
"ABCC5",0.426340265752038,-18.8753523267632,-15.4368480937402,4.23976140011134,3.33547802919376
"EIF2B5",1.35811737877399,-9.63505584742154,-9.80970643062095,1.95568623034735,2.07216850991971
"DVL3",0.0443701436924749,-21.7768180756656,-15.9552160144059,4.871697036332,3.05643649255952
"AP2M1",2.12489445773722,-7.40880959178871,-9.90182563906846,1.93675057955351,2.64883628672533
"ABCF3",0.916956574042075,-14.7311860844754,-11.8016448365781,3.28498049125817,2.48687597831475
"ALG3",2.36239321063977,-12.6571879198487,-8.64099712392799,2.97960887341508,1.84548098965877
"ECE2",0.285568511445876,-21.0028156367212,-12.1986206056612,4.86593056122754,2.39375752354366
"PSMD2",3.17219844751507,-10.5704677483223,-11.4670914631888,2.47419603266853,2.71191313369189
"EIF4G1",0.574946104161591,-16.9829495116774,-13.7767338756201,4.01142942053921,3.10381568878157
"FAM131A",0.188510934085866,-19.7172029667641,-21.0609018836894,4.08321845446354,4.6579463194317
"POLR2H",1.69891035946551,-10.8922051702002,-12.6167458373523,2.52090695787193,3.05873435038956
"MAGEF1",1.18737183588051,-10.6809576664943,-8.88752584165134,2.36286734462368,1.80483718884479
"VPS8",0.732212598030246,-7.26531851704855,-14.578114784817,1.06872926185115,3.22948691443129
"MAP3K13",0.548939160612996,-12.2080570958485,-7.45640810169978,2.67085398380554,1.2628036223754
"TMEM41A",0.524035462031657,-12.3396486051307,-11.7179450888809,2.58819052212227,2.50465654323409
"SENP2",0.0484897484049167,-9.10010942487905,-10.6326178161787,1.56471239246815,1.89163151399351
"TRA2B",1.37059196208055,-7.7516645774537,-7.73291646040147,1.99922830324592,1.99574771964439
"ETV5",0.190384449548022,-17.5409131173143,-8.77005300170534,3.61673020572321,1.12117968435086
"TBCCD1",1.00062651282792,-7.88035211093181,-12.0642833804851,1.17155875050751,2.43524210084383
"DNAJB11",0.712335481043242,-14.4635103232979,-12.557733235926,3.62067599409159,3.06889434324072
"RP11-573D15.9",0.19671196545149,-5.76163225321865,-7.21896992395469,0.0489138174371511,0.539374400234609
"EIF4A2",2.46337431846445,-5.59496571160675,-3.77294395729604,1.73531300632475,1.19052027234993
"RFC4",0.701341582230691,-13.8467786465734,-18.001456430939,3.07161385641242,4.27200651077659
"ST6GAL1",1.23005396842174,-7.6114169758576,-10.677686163647,1.53191419889244,2.33726963018091
"RPL39L",0.0382717558189256,-8.61057768949452,-13.0582975809584,1.55638914572591,2.64476113951808
"RTP4",0.635168069009395,-13.421839261226,-12.3541591508714,3.13577281510461,2.75525363026154
"BCL6",0.476136012644407,-12.26588893397,-7.27992640879438,2.58201646461752,1.136094779187
"LPP",0.638988491429423,-9.64862292342859,-11.1293456509759,1.89857780955874,2.3645509985902
"TPRG1-AS1",0.133443497789406,-16.556989769007,-22.0192478356488,3.33165110610177,4.65155887567925
"TPRG1",0.0959941732219351,-3.45984673392843,-2.53671762571181,-0.355279834780692,-0.745471812683477
"IL1RAP",0.00764758312359564,-5.92115349728399,-13.6762379900086,0.304073518717761,2.73203661168569
"CCDC50",0.477685871894732,-19.8504379395232,-16.8861532452254,5.00918758228473,4.17017476230788
"OPA1",0.929883614851107,-15.5283075948744,-8.22442908784809,3.5081822125999,1.28496284848764
"HES1",0.109639575452562,-26.3137733210515,-14.5789635690009,6.57243810425171,3.13544500693642
"ATP13A3",0.440326611255378,-15.6818815585326,-14.5767657803509,3.20879175385069,2.93362134651205
"TMEM44-AS1",0.383136088089397,-5.86355716802158,-20.2174356305426,0.341343847613577,4.55617887262295
"LSG1",0.950172956319217,-8.81486896584761,-6.95378251793229,1.51862954245327,1.00967967879663
"FAM43A",0.0766378710412284,-6.4443016418597,-7.04563755196575,0.787638927619708,0.976509157056767
"XXYLT1",0.583570260579968,-15.8257497272404,-14.9380677588672,3.40918029488783,3.13294583396868
"ACAP2",0.746770990801686,-9.446800097987,-7.45574696175833,2.12620637272092,1.56451866051863
"PPP1R2",1.43950614271745,-6.53944762919877,-4.49200661915681,1.62084251111439,1.04624144310902
"LINC00969",0.606483264748693,-8.72622612809247,-7.19647005180791,1.67861689125899,1.28701574771053
"TNK2",0.445104418566939,-11.9898688109574,-9.11641706728943,2.47785113419686,1.73603025233025
"TFRC",0.93197696363304,-13.7152774309646,-13.420744782042,3.01948029727747,2.97726637983585
"PCYT1A",0.109498672562765,-0.931127568347331,-15.3252190843668,-0.693829954733524,3.50348118143846
"TCTEX1D2",0.484677853741074,-13.7194677654835,-7.82936461826326,2.97462831877603,1.32571391376625
"UBXN7",0.153223303560506,-11.9733334419613,-9.51424742805181,2.47301115672064,1.68692552464222
"UBXN7-AS1",0.187464099605268,-4.75502345431155,-9.21482384772242,-0.152077057459715,1.01257321094366
"RNF168",0.0536523497157307,-4.90989057775572,-11.7186402852209,0.64437532469866,2.42821044639682
"WDR53",0.642835221293698,-11.7715549806694,-11.933128206764,2.19394524200616,2.27318621919562
"NRROS",0.397107035844349,-17.2599644262689,-15.0744687201814,4.31061505883289,3.64386330810599
"PIGX",0.112199741365516,-9.55842356521348,-10.6717187823015,2.11050503143686,2.31734375746722
"CEP19",0.420326228324764,-11.2524699001022,-6.98246231470393,2.10357089465289,0.855855487345913
"PAK2",2.85846908481544,-11.3367368791919,-10.363725902002,2.71182725086931,2.45851420160502
"SENP5",0.754642925017998,-7.92515897335941,-11.054055156372,1.10705703916953,2.08401494551577
"NCBP2",1.05369710730613,-9.69507496551801,-9.44390117949906,2.29290720518609,2.21542536624278
"NCBP2-AS2",0.98283899248993,-11.3948251024016,-7.8053296195374,2.75069454553598,1.76389243860849
"DLG1",1.23402560491752,-11.0952310252464,-9.35662790748311,2.32350841516093,1.75652035767854
"BDH1",0.570495383490294,-8.56415733367183,-8.19739684877797,1.33776234662652,1.27696314580416
"KIAA0226",0.898205003361003,-6.38270326695309,-11.8618364525055,0.89641361776326,2.56829459663044
"FYTTD1",2.62452710116057,-6.03818248480645,-10.5107057396827,0.993438213817269,2.32482692914848
"LRCH3",0.397278165164092,-6.42802253536082,-10.8188366227886,0.801994101687314,2.13394902692821
"IQCG",0.428873394758276,-9.54803817414505,-9.80172962979696,1.3824287061681,1.57732161092595
"RPL35A",7.17795263614202,-4.25405672874407,-3.98595452622634,1.87715427911958,1.79113607299708
"ZNF595",1.03690796855141,-5.42349173982566,-3.37719705439466,0.416928006102492,-0.0913572082729012
"ZNF718",0.309119786649983,3.72618223129625,2.41214776316218,-2.69288790181006,-2.22459696053882
"ZNF141",0.468531582448259,-9.66316921701897,-5.6293887751813,1.47037728394365,0.338314880496798
"ZNF721",0.497538736747666,-11.8855691700322,-5.81250099982765,2.57132929352229,0.83464236555602
"PIGG",0.420725680807248,-13.5975688102767,-4.8309136690701,2.95530810489041,0.296682836001325
"PDE6B",0.0168049531764107,-10.5386526074105,-6.93537335656621,1.87930185348565,1.13968752277667
"RP11-1191J2.5",0.0308166734733625,-16.400710416349,-9.81541300599244,3.2862917257376,1.25672343937877
"ATP5I",2.62899614174341,-9.54641720086543,-8.57133653066194,2.52744355251792,2.25558167758042
"MYL5",0.592279168195501,-13.9545035040481,-10.8510587372067,2.96749959647091,2.05901124820518
"MFSD7",0.168116513514295,-19.372725874527,-19.3678208628673,4.36400824137195,4.1370619836349
"PCGF3",0.599024482571176,-11.4128315627037,-14.9926899113499,2.25534675454756,3.20692547387942
"GAK",1.01236925381939,-15.8282771988161,-12.4003650616398,3.75218986775861,2.82548073292682
"TMEM175",0.909466293878927,-6.82584747857186,-7.61519618431886,1.02801967572108,1.28104199228458
"DGKQ",0.278245668459796,-5.81929732974921,-3.58601928638961,0.273626836576505,-0.550849148987755
"IDUA",0.00459851514711673,-1.58035511824917,-10.632906676109,-0.614628179919797,1.73089393751049
"FGFRL1",0.124207200907216,-19.6279274710548,-23.6411776324865,4.17416668164664,5.47612022345654
"SPON2",0.0702623108607671,1.46999436314086,-0.0135349178664855,-0.999276226845381,-0.537888272292685
"CTBP1",1.44679140267101,-6.06337300286632,-11.8977097751111,0.987419450036073,2.63107486109558
"CTBP1-AS2",0.262790399996546,-15.2439700851704,-8.19046821808812,3.13006221402755,1.20050628869513
"MAEA",0.171063775284906,-11.1738376547217,-0.255958622675515,2.54381042663221,-0.553818020850787
"UVSSA",0.322304624313942,-2.43763199893111,-11.8580334932218,-0.896931095515643,2.13999725113953
"CRIPAK",0.0399351888234347,-16.5740270202476,-2.20987379859187,3.40948846786948,-1.09050055556871
"RP11-1398P2.1",1.14794392502155,-14.70252307266,-17.6221374618689,3.39691103954328,4.21678665769982
"SLBP",0.340851805671955,-13.1432201989736,-13.1189017641863,3.26149374432505,3.3375347086555
"RP11-572O17.1",0.229955933496326,-16.4888837882577,-7.79167778023097,3.2141798020006,0.830701406200901
"TMEM129",1.22978444980266,-10.787211909545,-4.55717527987997,2.18415134263656,0.395106107828712
"TACC3",1.40930413388704,-9.80576714383728,-10.0320633701147,2.03641057028713,2.15859270839069
"LETM1",0.398986167655894,-14.1917850045442,-14.3341652297988,3.01418513520349,3.0024564825747
"WHSC1",0.0981149495956032,-6.02439315960135,-2.05260634532029,0.4559995046549,-0.699521569945545
"NELFA",1.61289373579489,-8.13480624094691,-8.11600729551594,1.42838066818345,1.47380316947598
"C4orf48",1.37468906986553,-9.70334143033475,-11.826298157692,2.38499837385429,3.01366290821608
"HAUS3",1.01036192849456,-12.8910180388438,-13.4390104917029,2.83123601566997,2.95729714322627
"MXD4",0.700090617477581,-13.8700671511744,-12.8374231511777,3.08507802905063,2.84728346675078
"ZFYVE28",0.0999090176297818,-8.27937322886299,-8.16303663269647,1.41721729427207,1.32616889142009
"RNF4",1.73819142187474,-6.35906103734563,-10.6816598892356,1.02245112519525,2.31647688678852
"FAM193A",0.25656278443162,-5.49430229587204,-15.6397174830259,0.316969840207366,3.30204380674922
"TNIP2",2.41093776772448,-10.1498417518503,-7.84299282365353,2.24384320508855,1.56786417309353
"SH3BP2",2.09532909230619,-11.7221346660916,-9.16410964071573,2.68938472781302,1.94219139482122
"ADD1",0.232112958231114,-8.87596450106851,-11.0319910818086,1.91483062897783,2.71993132590454
"MFSD10",0.221286639215567,-5.85956876918998,-6.73278098598372,1.13432900154939,1.34094845832194
"NOP14-AS1",0.606839204285404,-7.23089398511118,-7.18040056087414,0.815433196789648,0.87111508867735
"NOP14",0.628588251509943,-17.1684760548194,-15.4687574739962,3.78206410575417,3.30230137422963
"HTT",0.317188838080302,-3.57505309970473,-10.2967400298931,-0.0596180169947309,1.97245491833989
"RGS12",0.0724085984865636,-16.8832758781672,-14.2467816132857,3.55721709024921,2.83767631912777
"LRPAP1",3.84779759225373,-8.65530627645095,-9.38567760102804,2.10363581949004,2.30437097042214
"TMEM128",1.29025899458611,-13.0189502928171,-10.1110946780672,2.98068629141982,2.1677979600134
"LYAR",0.235747113138755,-5.16004097638982,-2.75850690475416,1.14171633811517,0.528153476893648
"ZBTB49",0.384825773448661,-9.67377254801882,-16.7989347159158,1.49716421051587,3.4707903358179
"NSG1",0.436269275407633,-8.70918543609285,-8.39775194017454,1.72972544946388,1.68835309963407
"STX18",0.0779064251944256,-6.70597860995839,-11.0190060106837,1.26412869443167,2.38727750869669
"CYTL1",0.0143603796617054,-8.67880973471324,-17.6015386442959,1.05881141733363,3.7849549317996
"JAKMIP1",0.0334592706222308,-3.56311860347467,-11.7099749446741,-0.281187883501832,2.32136791358552
"MAN2B2",0.936143986313214,-15.4223815651448,-11.9783079500609,3.48543541435927,2.42960615976332
"MRFAP1",4.15224093188178,-10.3119141105766,-9.26285633607914,2.6985048907935,2.37072289441611
"RP11-539L10.3",0.101002222931455,-10.4571197557735,-12.7831014209467,1.70476683060389,2.33409805598629
"AC093323.3",0.154217005484023,-7.50981230886993,-1.10529676586261,1.34654153064297,-0.678465014686886
"RP11-539L10.2",0.30943227063037,-9.65262766891124,-6.00225699164542,1.55225396878384,0.55012737429413
"MRFAP1L1",1.28039384767666,-10.0636291928387,-8.37965499006895,2.17186193794473,1.7507275592358
"BLOC1S4",5.99582861591293,-6.37270311539127,-5.56992799043294,1.40347426038026,1.14586652381152
"KIAA0232",0.192289760162293,-16.0715149470392,-9.33677372064074,3.49526967884981,1.52501203773823
"TBC1D14",1.6854420251257,-9.54288435995795,-6.87453709440413,1.83767946993748,1.04285797899317
"TADA2B",0.205720113422878,-16.0475453602469,-16.1539793127318,3.34022603854632,3.56770549499071
"GRPEL1",0.215099255775009,-3.18468903553567,-10.4406764252635,0.348397755440419,2.4123712410449
"AFAP1",0.255214690618079,-7.31267383812043,-20.1431458287155,0.446008961498504,4.39672248280018
"SH3TC1",0.642218536997951,-18.0001040071572,-15.5247741008299,4.13858401055625,3.39785254386308
"ACOX3",0.179074160006693,-17.7982288116866,-16.7641123467706,3.79418185001259,3.60810441090165
"TRMT44",0.278739736292647,-17.8384186213478,-23.6168147982341,3.33996890472936,5.46928977932169
"SLC2A9",0.0725944070832113,-19.4937347005661,-26.369656078285,4.13557942978239,6.06794591552802
"WDR1",0.983902429813302,-10.8029110478007,-9.78233980455705,2.88593549018814,2.59442474602383
"ZNF518B",0.52063193312686,-13.6372093825218,-16.3454209448169,2.66172417727178,3.46741770755641
"HS3ST1",0.174997375663406,-16.2469528602269,-1.9999693763577,3.19685975181217,-1.15431014982865
"RAB28",1.40997147526564,-9.54748517671372,-14.5937910584132,1.88531726734292,3.28545966098344
"BOD1L1",0.518533460761305,-11.052991086734,-7.25548562756335,2.19499330387849,1.11438731024409
"CPEB2",0.156746845437042,-20.9723040955051,-16.8236695224678,4.75787387558672,3.53584325639076
"FBXL5",1.91919298212665,-10.649689376559,-11.8071533054491,2.49538462373943,2.80661876007172
"FAM200B",0.861092829139458,-5.29978841416915,-7.99369396708836,0.923865499532451,1.72309716772724
"BST1",0.308707351238342,-13.3095383801489,-9.95129092691377,3.19890094646083,2.25823029868153
"CD38",0.199921154558416,-15.7265852921132,-14.2442511828493,3.61700854713716,3.29483351214025
"FGFBP2",0.0574384704337115,3.10229937530568,2.48722992652475,-1.20713305124541,-1.04522022787273
"TAPT1",0.307232382298967,-8.87467833005425,-2.5718824111889,1.26078739918805,-0.857609661939192
"TAPT1-AS1",0.0908938329076079,0.927918511261847,-0.631980653425981,-1.66200971826652,-1.44755139001086
"QDPR",1.49948824735769,-12.6971786541449,-13.1863679202541,3.01823343073721,3.17749889708699
"LAP3",1.48857449474023,-14.710281610499,-14.5206396899419,3.85842930231967,3.76872934158984
"MED28",0.678923673495132,-9.98319470020312,-8.72186274683032,2.48563016750707,2.13285265077579
"DCAF16",0.813682271456767,-3.65172012147056,-10.6135043230339,-0.0464579579387452,1.87011398591059
"LCORL",0.115613383423037,-18.9450355789554,-14.0793311476724,4.29359680256475,2.83059228012198
"PACRGL",0.0125244457218107,-21.2317389750237,-13.696467480434,4.67803382973899,2.49682671900579
"DHX15",0.120529135556725,-14.1147689564623,-13.5905404720614,3.40875715718811,3.17107469000434
"SEPSECS",0.296850485627133,-13.9508172838857,-16.9942895723975,2.6766947441276,3.72690618389483
"PI4K2B",1.27561969202617,-15.5557300397627,-14.6298017882579,3.59940211315033,3.27495162598191
"ZCCHC4",0.163543520235595,-10.2976271169058,-4.20769916030039,1.70319152884009,-0.108420279794052
"ANAPC4",0.139084505934753,-9.69702131445079,-12.8239170071322,1.93463061886079,2.75066721002326
"SEL1L3",0.252946441554423,-3.49714672410123,-4.59994178994013,0.0995760967028506,0.371985470250066
"SMIM20",3.13369084303954,-9.99728378726918,-7.69459697683476,2.34191500352888,1.60170181747406
"RBPJ",0.295455822302669,-12.7941824785779,-5.73014017121319,3.09168974204994,1.059886089438
"TBC1D19",0.160380432942567,-8.86863528314178,-3.6568124843671,1.38649413735796,-0.0656912963621206
"STIM2",0.890147390178151,-8.02821497817657,-9.15631107485501,1.3711231621826,1.73599746732811
"ARAP2",0.314290180206092,-11.1139751667026,-10.3904587886976,2.2930589574782,2.0317516294535
"DTHD1",0.200864161795008,-6.92928272590185,-2.35314955748956,0.33151796810861,-0.836718555506948
"RELL1",0.0460859886915859,-15.1298700242868,-6.45145782838419,3.02052994651703,0.188811504729761
"PGM2",0.103959400975471,-14.485433011931,-12.4519976396435,3.24342719887613,2.71875787450089
"TBC1D1",1.81374375241445,-13.2485852114506,-9.45450228178104,3.12818449062733,2.03633161618377
"RP11-617D20.1",0.208686533470707,-14.0048011107466,-11.698286617998,2.54315231491463,1.81241430723741
"AC021860.1",0.176180961478873,-0.84992422176391,-1.72631251632971,-1.37854025061035,-1.23757454994165
"KLF3",1.9858465776739,-10.0336758846749,-13.0427153175972,2.35080974610779,3.20386112226699
"TLR10",0.235867441706317,-10.3409278372939,-4.7613124208006,1.92014091757908,0.340524802581416
"TLR1",0.649425605897707,-9.87257199606438,-15.396924416195,1.83062486975642,3.31047439093429
"TLR6",0.213072527193772,-11.5845891170312,-17.3988346184407,1.9174624073707,3.47428760789387
"TMEM156",0.396706342112373,-11.8454601595676,-12.1941870338568,2.4943175666442,2.62629381777005
"KLHL5",0.733748676417195,-19.0988596532574,-16.5928978787439,4.47447711274824,3.69417527225256
"WDR19",0.055536454925041,-8.57181862654645,-24.3135811145091,0.941642934138096,5.49469513831659
"RFC1",0.14003558373774,-4.32695274914062,-18.3737364677461,0.487440157097333,4.61206900915212
"RPL9",3.66523965126942,-3.90519667998065,-3.12372993455626,1.83208816872164,1.59349965225981
"LIAS",1.35875543732152,-10.5716183655999,-7.96031705064204,2.10718286126264,1.46203134196327
"UGDH",0.416277123068422,-14.1160585130944,-5.98187628925135,3.04521346211691,0.557923403514144
"SMIM14",0.2785861353465,-7.3958806336014,-6.36384152148051,1.62719919393721,1.25151819665433
"UBE2K",0.172159754581165,-10.9114273027741,-8.83537496833132,2.49699976669298,1.93087653616548
"PDS5A",1.88092848843674,-8.82446228128061,-8.03298934396271,1.75573952139693,1.48807148134707
"N4BP2",0.527746086351763,-11.6206999706667,-15.6086787829721,2.13185552658681,3.25441635509725
"RHOH",0.926460699027111,-3.64508004493894,-5.58806678783606,0.765757112220997,1.32799236462101
"RBM47",0.481945999306517,-20.5283731430699,-16.5052888217973,4.76232708532091,3.63048141428143
"TMEM33",1.13957175127063,-9.7116060375012,-11.6871955091101,1.83241802487501,2.44687462612222
"SLC30A9",0.759198940825514,-16.3795039769944,-12.584822571334,3.72925102649973,2.61595551965661
